"paper_id","name","answer","title","abstract"
"P3-169","Deborah Baines","ESA, ESAC / Quasar Science Resources","Results from the ESA Astronomy Space Science Archives User Survey","The majority of ESA’s space science missions’ archives are developed and maintained by the ESAC Science Data Centre (ESDC), in coordination with the science operations centres, the instrument teams and the consortia of the various missions. On the astronomy side, the current archives are the Gaia archive, the Herschel Science Archive, the ESA Hubble Science Archive, the ISO Data Archive, the Lisa Pathfinder Legacy Archive, the Planck Legacy Archive, the XMM-Newton Science Archive and the EXOSAT Science Archive. In addition, ESDC develops ESASky, the all-sky science exploration interface, which provides easy access to high-level science data from the ESA archives and archives from major space-based and ground-based observatories. 
In mid 2019, a survey requesting feedback on the ESA astronomy archives and ESASky was initiated by the ESA Astronomy Archives User Group and announced to the astronomy community via various channels. This poster presents the main results from the survey. The overall level of satisfaction manifested by the survey participants is high and is an improvement on the level of satisfaction expressed by participants in the 2011 survey (68% satisfied or very satisfied versus 60%). Individual responses express appreciation of the recent development efforts by the ESDC, highlights being e.g. the ESASky tool and ADQL queries. The future developments identified as highest priority include advanced web-based visualization and cut-out services; astroquery modules; advanced ADQL queries; and access to science platforms."
"P3-171","Eric Howard","Macquarie University","Efficient machine learning methods for cosmology","Machine learning-based analysis techniques are gaining interest in cosmology due to their computational ability to generate complex models in order to analyse and interpret large scale structure data sets, such as the matter density fields comprised of nonlinear complex features, like halos, filaments, sheets and voids. Data-driven cosmological discovery has seen a remarkable rise in the last decade, leading to unprecedented improvements in the ways we can gain knowledge, interpret and extract cosmological features from large data volumes, constraining cosmological parameters and modelling the large structure formation of the Universe. The cross-fertilization between cosmology and machine learning require the integration of traditional statistical techniques with modern machine learning models, providing promising opportunities with significant advantages for state-of-the art cosmological simulations. Multiple applications, from cosmic web simulations and predicting the cosmic structure in the non-linear regime to multi-wavelength structure Identification, 21cm reionization models or predicting dark matter annihilation and halo formation may benefit from robust and efficient data analysis methods, such as convolutional neural networks or generative adversarial networks. We present a number of powerful machine learning algorithms  (classification, regression, reinforcement learning) and data-analysis tools that can be used to predict the non-perturbative cosmological structure and non-Gaussian features hierarchically formed over all scales in the Universe, justifying the advantage of employing such methods for use in cosmology."
"P3-181","Laurent Michel","Observatoire de Strasbourg","MANGO: a VO Model for Source Data","The MANGO model proposes a flexible way to expose data related to astronomical source objects in an interoperable way.
It takes into account the huge diversity of source data in terms of feature description, format and usage.
The MANGO model attaches identifiers on astronomical sources and associates to each a flexible set of parameters (e.g. observed physical quantities) and other information like e.g. spectra, time series or preview images.
Parameters usually appear in the columns of a source catalogue. Additional data products are bound to the source to contribute to the science analysis and enhance data understanding.
Mango object parameters are built upon classes or extended classes of the IVOA Measure and Coordinates data model.
Associated data can be simple URLs, VO service endpoints or VO data model instances.
The roles of both parameters and associated data are qualified by semantic tags"
"P3-204","Mark Allen","CDS, Observatoire astronomiques de Strasbourg","ESCAPE - addressing Open Science challenges.","ESCAPE (European Science Cluster of Astronomy & Particle physics ESFRI research infrastructures) is an EC H2020 project that addresses the Open Science challenges shared by the astronomy, astrophysics and astroparticle physics facilities encompassed within the ESFRI roadmap. This project is being done in the context of the European Open Science Cloud (EOSC) and involves activities to develop a prototype Data Lake and Science Platform, as well as to support an Open Source Software Repository, connect the Virtual Observatory framework to EOSC, and to engage the public in citizen science. We provide an overview of the current status of the project."
"P3-227","Mattia Corpora","INAF - NATIONAL ISTITUTO FOR ASTROPHYSICS","A Multi-protocol Communication System for maintenance procedures of the ASTRI-Horn Cherenkov Camera","Usually, instrumentation for astronomy are complex systems consisting of different hardware subsystems, which communicate by standard communication protocols or their own protocols. This is the case of the ASTRI-Horn Cherenkov Camera, an instrument designed in the context of the ASTRI (Astrofisica con Specchi a Tecnologia Replicante Italiana) project which is a collaborative international effort led by the Italian National Institute for Astrophysics (INAF). The Camera is composed of several hardware subsystems (as power supply system, thermal control system, photon detection modules, etc.) which communicate by different protocols. The instrument commissioning and science verification phases are now completed. Currently, maintenance activities are ongoing and new features are being integrated based on the lesson learned. In this upgrade activity, an easy-to-use hardware and software system has been developed to be used during laboratory test operations in order to add new functionalities. This system allows computers to easily communicate with hardware devices that implement the usual standard communication protocols (as UART, SPI, I2C, etc.) by simplifying and speeding up the laboratory activities. The system consists of a hardware device and a software application and it can be used without knowing programming languages and/or protocol characteristics. In this contribution, a description of the hardware and software components is given."
"P3-231","Patrick Reichherzer","IRFU, CEA (Université Paris-Saclay)","Colibri - The coincidence library for real-time inquiry for multi-messenger astrophysics","Flares of known stable astronomical sources and transient sources can occur on different timescales, from only a few seconds to several days. The discovery potential of both serendipitous observations and multi-messenger and multi-wavelength follow-up observations could be maximized with a tool which allows for quickly acquiring an overview over both stable sources and transient events in the relevant phase space. We here present COincidence LIBrary for Real-time Inquiry (Colibri), a comprehensive tool for this task. 

Colibri's architecture comprises a RESTful API, a real-time database, a cloud-based alert system and a website as well as apps for iOS and Android as clients for users. The structure of Colibri is optimized in terms of performance and exploits concepts such as multi-index database queries, a global content delivery network (CDN), direct data streams from the database to the clients and cashing.

Colibri evaluates incoming VOEvent messages of astronomical observations in real time, stores them in the database and filters them by user specified criteria in the context of known sources from various catalogs. The clients provide a graphical representation with a summary of the relevant data to allow for the fast identification of changes in observed sky regions, and for analyses of those. In this contribution, the key features of Colibri are presented. Details about the architecture and the used data resources are explained. Current and possible future implementations of Colibri will be discussed."
"P3-257","Adrian Garcia Riber","Phd student from Polytechnic University of Madrid","FITS2OSC. A Sonification Pipeline for Lightcurve Interactive Auditory Exploration","With the double intention of expanding the possibilities in the use of astronomical information as sound source for music composition and to allow the interactive exploration of light curve databases through sound in a user-friendly non-time-consuming environment, this work presents the FITS2OSC sonification pipeline that converts FITS files light curve information into OSC data.  

Focused in the case study of the light curve databases captured by the Kepler and K2 missions from 2009 to 2018, the interactive data-driven sonification bridge here proposed makes use of astropy, numpy, matplotlib and python-osc libraries to enhance and maintain up to date the natural and historical relationship between Astronomy and Music. 

This cross-discipline data processing open-source pipeline is conceived as a first step to build a solid bridge towards the development of an astronomical data automatic composition system based on deep learning."
"P3-266","Rosa Diaz","Space Telescope Science Institute","Improvements to development and operations practices in data processing pipelines and astronomy software","While waiting for the James Webb Space Telescope (JWST) launch, we continue improving our development practices and processes, all of them to enhance the collaboration between all disciplines that support JWST science data processing and operations. In this poster, I want to give an update on what we have implemented in the last year and how these improvements have contributed to strengthening the collaboration among all the teams supporting the science and operations of JWST and HST. I also highlight how critical to our success is to be in an organization that recognizes the importance of all of them."
"P3-41","Sankalp Gilda","University of Florida","mirkwook: SED Fitting for the Twenty First Century","One of the most widely used methods for deriving physical properties of galaxies involves modeling their SEDs. While several modern Bayesian codes are routinely used to fit observed photometries with underlying models of star formation, evolution, and dust attenuation, results based on hydrodynamical simulations have quantitatively shown that uncertainties in the derived properties--for example, galaxy mass, star formation history, gas phase dust mass--at a factor of a few level are inescapable. Furthermore, Bayesian fitting is an intrinsically compute-intensive task, often requiring access to expensive hardware for long periods of time. To overcome these shortcomings, we develop 'mirkwood': an explainable, user-friendly tool comprising of an ensemble of supervised machine-learning models capable of mapping galaxy fluxes to their properties. For the first time, we delineate the contribution of each photometric band to galaxy parameters of interest via the use of Shapley values. We also derive both reducible and irreducible predictions errors -- the former refer to uncertainties arising both from missing observations in informative bands and intrinsic noise in observations, while the latter refer to those arising from finite training data and incorrect modeling assumptions. We demonstrate mirkwood's superior performance by training it on a combined data set of z=0 galaxies from SIMBA, EAGLE and ILLUSTRIS-TNG, and comparing the derived results with those obtained from the Prospector.  We envisage mirkwood to be an evolving, open-source framework that will phase out traditional SED fitting."
"P3-42","Sankalp Gilda","University of Florida","deep-REMAP: Probabilistic Parameterization of StellarSpectra Using Regularized Multi-Task Learning","In the era of exploding survey volumes, traditional methods of spectral analysis arebeing pushed to their limits. For efficient stellar characterization, there is a dire needfor accurate synthetic spectral libraries and automated, interpretable analytical tech-niques. In this paper, we develop a novel deep learning framework—deep-RegularizedEnsemble-based Multi-task Learning with Asymmetric Loss for Probabilistic Inference(deep−REMAP)—and demonstrate its effectiveness in predicting stellar atmosphericparameters of observed spectra. Specifically, we train our deep convolution neural net-work  (DCNN)  on  PHOENIX  synthetic  grid,  fine-tune  it  on  a  subset  of  MARVELSobserved spectra of FGK dwarfs, and use it to predict the three main stellar atmo-spheric properties—effective temperature (Teff), surface gravity (log g), and metallicity([Fe/H])—for FGK giant candidates. To incorporate MARVELS instrumental and ob-servational peculiarities as part of the training, we augment PHOENIX spectra withrealistic signatures. When validated on a small subset of MARVELS calibration stars,the fine-tuned model is again able to faithfully recover observed parameters and theirrespective uncertainties, thus demonstrating effective application of transfer learning.Whiledeep−REMAPwas trained on the PHOENIX synthetic grid for use with MAR-VELS observed spectra, it can be easily extended to work with other synthetic spectrallibraries, expanded wavelength ranges, and higher resolution spectral surveys coveringa wider range of stellar properties, including detailed elemental abundances."
"P4-126","Massimiliano Lincetto","Aix Marseille Univ, CNRS/IN2P3, CPPM, Marseille, France","The real-time supernova search of KM3NeT","The KM3NeT Collaboration is building the ORCA and ARCA deep-sea Cherenkov neutrino detectors in the Mediterranean, aimed at the study of atmospheric and astrophysical neutrinos in the GeV-PeV range. With ~200000 PMTs distributed on the two detector sites, KM3NeT will also achieve sensitivity to low-energy neutrino bursts from galactic and near-galactic core-collapse supernovae (CCSN). The online search for CCSN neutrinos is one of the first real-time analyses implemented within the KM3NeT multimessenger program. It has been operating since the beginning of 2019 on the data streams produced by the first ARCA and ORCA detection units. This contribution outlines the technical implementation of the pipeline articulated in three main parts: (i) the online analysis, from the real-time data processing for each detector to the estimation of a joint significance as a function of time (ii) the alert generation, management and follow-up strategies (iii) the integration of the system in the SNEWS global alert network and the perspective for supporting the SNEWS2.0 science program."
"P4-127","Massimiliano Lincetto","Aix Marseille Univ, CNRS/IN2P3, CPPM, Marseille, France","Status of the real-time multi-messenger program of KM3NeT","The KM3NeT research infrastructure in the Mediterranean is a multi-purpose cubic-kilometer neutrino observatory consisting of two detectors. ORCA is optimized to study atmospheric neutrinos between 1 and 100 GeV, while ARCA is primarily aimed at detecting cosmic neutrinos between several tens of GeV and PeV. The real-time multi-messenger program of KM3NeT is oriented towards the study of astrophysical transients. It enables the bidirectional exchange of alerts for follow-up analyses as well as joint sub-threshold searches with a network of partner observatories. The prompt and public dissemination of the results to the astrophysical community is a key objective of the program. This contribution outlines the first developments of the KM3NeT multi-messenger infrastructure, covering the event reconstruction and flavour classification pipelines, the alert distribution system and the perspectives for the KM3NeT integration in the global multi-messenger networks."
"P4-149","Francesca Capel","Technische Universität München","Exploiting multi-messenger data through hierarchical modelling","The goal of multi-messenger astronomy is to bring together diverse observations into a consistent physical picture, allowing us to test predictions and deepen our understanding. This is a huge challenge, with data from very different instruments, possible explanations from a range of complex models, unknown source populations and selection effects at play. I will discuss how we can leverage Bayesian hierarchical modelling as a statistical technique to address these challenges and make full use of the hard-earned experimental data. By including more information into the statistical analysis and carefully modelling uncertainties, it is possible to gain more insightful results. To demonstrate this approach, I will draw on examples from my research into the potential source populations of ultra-high-energy cosmic rays and astrophysical neutrinos."
"P4-167","Valerio","University of Urbino ""Carlo Bo""","GWSky: an Augmented Reality Mobile App for Gravitational Waves Sky Localization","As more and more Gravitational Wave Events are detected each year via interferometry,
the need for a clear, informative, handy representation and visualization of their characteristics is becoming
ever-more important. On one hand, such a tool can be a commodity for researchers,
allowing for an effortless overlay of gravitational data on top of the
electromagnetic view of the sky; on the other, it can be an effective
instrument for educative purposes, especially in the context of mobile
devices. In this poster, an Android/iOS application developed in association with the
LIGO-Virgo-KAGRA collaboration and the University of Urbino ""Carlo Bo"" which is capable of performing
these features is presented. While it may resemble a stargazing app at a glance,
it displays the real sky as well as any other hips fetched from the Virtual Observatory,
and it is able to localize gravitational events via the MOC data structure on this sky map; it can
display descriptions, sounds and data from the gravitational events and, even
more importantly, it provides a strong base upon which new features could
be added in a forthcoming version, such as real-time updates of new events
via a simple phone notification and the display of a greater and more detailed
volume of information."
"P4-174","Aleksandra Grokhovskaya","Special Astrophysical Observatory","Optical identification of X-ray sources in the HS47.5-22 field","We present candidates for optical identification of 122 X-ray sources in the central part of the HS47.5-22 field (~2.4 sq. degrees) from a mid-depth ROSAT survey (Molthagen et al. 1997). Candidates selection was based on the observations in 16 mid-band filters (FWHM = 250 A, spectral range 4000 - 8000 A) and 4 broadband (u, g, r, i SDSS) filters at the 1-m Schmidt telescope of the Byurakan Astrophysical Observatory (Armenia). Within the boxes of positional errors of X-ray objects, from one to several candidates for optical identification up to R = 24m are detected. Using the spectral energy distributions constructed from the medium band photometry, we classified the objects and determined the photometric redshifts with an accuracy of dz = 0.05 (1 + z) for AGNs and with an accuracy of dz = 0.01 (1 + z) for galaxies. New data have been obtained for faint (CR <0.2s-1) X-ray objects not identified in the Hamburg Quasar Survey and SDSS survey."
"P4-176","Jaime Rosado","Universidad Complutense de Madrid","ShowerModel: A Python package for modeling cosmic-ray induced air showers, their light production and detection","Cosmic-ray observatories necessarily rely on Monte Carlo simulations for their design, calibration and analysis of their data. Detailed simulations are very demanding computationally. We will present a fast python-based package based on simple parameterizations to model light emission in cosmic-ray induced air showers and its detection by an array of telescopes. It covers both Cherenkov and fluorescence emission. This tool may speed up some studies that do not require a full Monte Carlo simulation.
The package includes a number of functions to generate gamma and proton-like air showers with arbitrary direction and energy in a discretized atmosphere. The telescopes are highly configurable (e.g., quantum efficiency, pointing direction, field of view, detection area, number of pixels), allowing the modeling of fluorescence telescopes, imaging air Cherenkov telescopes, wide-angle Cherenkov detectors or hybrid designs. The package can produce the time evolution of signals as well as pseudo-images produced in a telescope camera.
This package is intended to provide a tool to complement simulation studies and data analyses. It would also be useful to explore new detection techniques and higher energy ranges that are prohibitive for simulations. Examples of results produced by this software and the comparison with the simulated Cherenkov and fluorescence signal registered by telescopes will be shown."
"P4-185","Fabrizio Lucarelli","ASI Space Science Data Center (SSDC) and INAF-OAR","Hybrid SEDs for neutrino events integrated in the SEDBuilder tool of the ASI-SSDC MWL envinronment.","The quest for the electromagnetic counterparts of the TeV-PEV neutrino events observed by the current neutrino detectors is one of the hottest topic in modern astrophysics.

Public online tools integrated in a multi-wavelength environment, like the SSDC SkyExplorer and the SEDBuilder tools, are of great utility to identify the possible neutrino source candidates, allowing to restrict the search around the neutrino source position uncertainty region (in average of the order of 1 deg in radius), and to derive the electromagnetic spectral energy distribution (SED) of the source candidates.

In this work, we present the SSDC catalog of candidate astrophysical neutrinos, based on the public events announced by the IceCube detector, that has been recently included in the SkyExplorer tool,  and a new feature of the SEDBuilder tool which allow the construction of the hybrid photon–neutrino spectral energy distributions of the neutrino source candidates.

The hybrid SED, used in conjunction with the SSDC SkyExplorer tool, will help the users to identify the best neutrino source candidates according to their classification and SED characteristics."
"P4-24","Nicolò Parmiggiani","INAF OAS Bologna, Via P. Gobetti 93/3, 40129 Bologna, Italy. Università degli Studi di Modena e Reggio Emilia, DIEF - Via Pietro Vivarelli 10, 41125 Modena, Italy.","RTApipe, a framework to develop Astronomical pipelines for the real-time analysis of scientific data.","In the multi-messenger era, astrophysical projects share information about transients phenomena issuing science alerts to the Scientific Community through different communications networks. This coordination is mandatory to understand the nature of these physical phenomena. For this reason, astrophysical projects rely on real-time analysis software pipelines to identify as soon as possible transients (e.g. GRBs), and to speed up external alerts' reaction time. These pipelines can share and receive the science alerts through the Gamma-ray Coordinates Network (GCN).
This work presents a framework designed to simplify the development of real-time scientific analysis pipelines. This framework provides the architecture and the required automatisms to develop a real-time analysis pipeline, allowing the researchers to focus more on the scientific aspects. This work was motivated by developing the real-time analysis of the AGILE satellite focused on the detection of cosmic transients. 
The pipelines developed with this framework can be easily configured with new or existing science tools implemented in different programming languages. The pipelines are able to execute all the analysis automatically after the initial setup. Through the interface with the GCN network, the pipelines are able to react to external science alerts sent by other projects, starting the processing as soon as the instrument data is available. The Slurm Workload Manager is used to execute the scientific analyses in parallel, to manage the priority between different processes and scale the workload on a cluster of machines. All the necessary services are provided to the users by containerization technology. The framework has been successfully used to develop real-time pipelines for the scientific analysis of the AGILE space mission data. It is planned to reuse this framework for the Super-GRAWITA and AFISS projects. A possible future use for the Cherenkov Telescope Array (CTA) project is under evaluation."
"P4-243","HISANORI FURUSAWA","National Astronomical Observatory of Japan","Discussion towards reliable and productive astronomical data archives","Astronomical data archives are recognized as an essential infrastructure for astronomical activities. They are also indispensable records of every single moment of the universe -- a heritage for the human beings. Despite the consensus on their importance, it has been a long-lasting issue to secure human and computing resources for maintaining and improving functionality of the data archives. Recently, the situation has been getting more challenging, as each community is required to accommodate forthcoming big projects within a limited budget frame. To overcome this difficult time, it is quite important to define solid missions of the data archives and consolidate efforts with commitments towards prioritized goals.  Specifically in the Japanese community, we have started to investigate demands and optimal ways of operation for reliable and productive Optical-NIR data archives. Our objectives include to identify 1) what to archive, 2) necessary functions, and 3) roles of individual teams involved in data flow. The current discussion indicates importance of understanding achievements and strengths of the data archives, making data available to public, and defining responsibilities of both data providers and archivers. We aim at putting the results into a proposal of data management in the Japanese community. To learn situations in oversee archives, we also made an unofficial survey for several archive people. It seems that in the US and European archives, stably and successful achievements with archival data have convinced the local community, which leads to proper valuation and financial support. This poster describes the current outcomes from the ongoing discussion."
"P4-252","Alessandra Berretta","Università di Perugia and INFN Perugia","Search for Spatial and Temporal Coincidence Between LAT/Fermi Exposure Maps and GW Sky Localizations","The poster describes a practical method to search for spatial and temporal coincidence of the LAT/Fermi coverage over a gravitational-wave sky localization. The method returns the overlap region between the two sky areas within a proper time window selected by the user. This approach offers a prompt setting of the observational strategies for searching potential electromagnetic candidates  as well as a fast cross-matching between the LAT and the LIGO, Virgo and KAGRA databases for dedicated post-processing analysis.
The tasks are performed using the encoded standard method named Multi Order Coverage Map and visualized in the Aladin Desktop."
"P4-34","Carlo Burigana","INAF-Istituto di Radioastronomia","On the cosmic isotropic background from the radio to the far-IR: a new method for theoretical predictions of the frequency spectrum from monopole to higher multipoles for a moving observer","We study how the frequency spectrum of the background isotropic monopole emission is modified and transferred to higher multipoles by boosting effects due to the observer peculiar motion.
The method, based on a linear system, is suitable for various background radiation models and here applied from the radio to the far-IR to several types of cosmic microwave background (CMB) distorted photon distribution functions and extragalactic background signals superimposed to the CMB Planckian spectrum.
We derive explicit solutions for the spherical harmonic coefficients up to any desired multipole, lmax, in terms of linear combinations of the signals at just N = lmax + 1 colatitudes. For appropriate choices of these colatitudes, the symmetry property of the associated Legendre polynomials with respect to π/2 allows the separation of the system into two subsystems, one for l = 0 and even multipoles and the other for odd multipoles, and improves the solution accuracy.
The simplicity and efficiency of this method can significantly reduce the computational cost needed for accurate predictions on the whole sky and for the scientific analysis of data from future projects. Moreover, in the presence of CMB spectral distortions, this formalism, combined with the representation of CMB intrinsic anisotropies, provides a new test to constrain the intrinsic dipole embedded in the kinematic dipole."
"P4-76","Michael Lam","Rochester Institute of Technology","A Next-Generation Data Processing Framework for Pulsar-based Gravitational Wave Detectors","Pulsar timing array detectors require large numbers of observations of many pulsars for the purpose of detection and characterization of low-frequency gravitational waves. Since each pulsar-Earth line of sight is unique, we require tailored models that describe the arrival times of pulses from each pulsar. Currently, the North American Nanohertz Observatory for Gravitational Waves observes 78 pulsars with weekly-to-monthly cadence at multiple observatories, thus requiring that our pipelines for processing and building the data set be highly automated. We describe our modernized workflow for the development of new timing models and the software that will (i) allow us to more uniformly develop the data set, (ii) enable students and newcomers in the field to more easily become involved in pulsar timing analyses, and (iii) ensure stringent version control of the software and reproducibility of the data and provide visual accessibility for us and others in the community to verify our results. Our system will be publicly available, and given its modular design, our code will provide other pulsar astronomers with tools for more standardized timing-model generation that can be modified as needed."
"P5-106","Aritra Ghosh","Yale University","Studying Morphology & Quenching of Galaxies in Large Datasets using Interpretable Machine Learning Algorithms","The traditional methods of obtaining morphological classifications of galaxies are not scalable to the large data volumes expected from future data intensive surveys like Euclid, LSST and NGRST. To overcome this, we have developed a publicly available convolutional neural network (CNN) called Galaxy Morphology Network (GaMorNet) (http://gamornet.ghosharitra.com/) that classifies galaxies according to their bulge-to-total light ratio. GaMorNet does not need a large amount of real data for training and can be applied to datasets with a range of signal-to-noise ratios and spatial resolutions. We first trained GaMorNet on high-fidelity simulations of galaxies and then transfer-learned using a small amount of real data to achieve misclassification rates of ≲5%. 

We have used GaMorNet to study the quenching of star formation in ∼100,000 (z∼0) SDSS and ∼20,000 (z∼1) CANDELS galaxies using morphology-separated color-mass diagrams. Galaxy morphology adds a third interesting dimension to the color-mass space. Because galactic disks usually do not survive major mergers and elliptical galaxies typically form as a result of merger events, morphology can be used as a tracer for the merger history of a galaxy. Using the GaMorNet classifications, we find that bulge- and disk-dominated galaxies have distinct color-mass diagrams. For both datasets, disk-dominated galaxies peak in the blue cloud, across a broad range of masses, consistent with the slow exhaustion of star-forming gas. In contrast, bulge-dominated galaxies are mostly red, with much smaller numbers down toward the blue cloud, suggesting rapid quenching and fast evolution across the green valley. 

In order to make sure we understand exactly how our algorithm works, we have also used a combination of different CNN visualization techniques to investigate GaMorNet’s decision-making process, making our results interpretable, reproducible and robust."
"P5-107","Jingyi Zhang","National Astronomy Observatories, CAS","Imbalanced Learning for RR Lyrae Star Detection","As standard candles, RR Lyrae stars are taken as distance markers and age indicators，which is helpful to estimate the distance and age of globular clusters as well as galactic and extragalactic (local group) locations. At the same time, as tracers, they reveal the structure, chemical and dynamic evolution of the galaxy, as well as the substructure of the halo. Compared with other types of stars, RR Lyrae stars are still not enough in number. Therefore, separating RR Lyrae stars from stars belongs to an imbalanced learning problem. It may be solved by popular imbalanced learning methods, which include the distribution change of different samples, improvement of the traditional algorithms and outlier detection methods. Based on large survey databases, we apply imbalanced learning methods (cost-sensitive random forest, cost-sensitive SVM, Fast Boxes) to select RR Lyrae stars candidates. The results showed that imbalanced learning methods are effective for distinguishing RR Lyrae stars from other stars."
"P5-116","Giorgio Calderone","INAF - Osservatorio Astronomico di Trieste","Finding new QSOs in photometric catalogs using machine learning: the QUBRICS survey.","The several photometric surveys currently available produced a huge amount of data stored in their catalogs.  Besides the primary scientific goals pursued by the individual experiments, there probably is a lot of information hidden in those databases, still waiting to be extracted.
This is certainly the case for the relatively scarce population of high-z QSOs in the Southern Hemisphere known today.

The QUBRICS survey (QUasars as BRIght beacons for Cosmology in theSouthern hemisphere) aims to identify these sources on currently available photometric catalogs using a machine learning approach, and confirm their QSO nature with dedicated spectroscopic observations.  More than 200 new, bright (i<18) and high-z (z>2.5) QSOs have already been identified by QUBRICS.

In this talk we will review the performances of the machine learning techniques and the current status of the survey."
"P5-140","Alcione Mora","Aurora Technology BV for ESA","The Gaia Archive Users","Gaia data have been used in hundreds of papers, making them one of the most popular data sets, both at ESA and worldwide. The ESA Gaia Archive is a complex infrastructure composed of multiple databases and accessible via Virtual Observatory protocols (see Gonzalez-Nuñez et al, this conference).

It has been devised and developed through the course of nearly a decade. It will evolve to accommodate the large data volumes of the latest releases, in the scale of the Petabyte. User feedback is essential, but sometimes difficult to incorporate in major architecture decisions (front- and back-end, VO, API, code to the data, ...). This is a common feature of many archives, where the popularity of a given service or data set is a-priori unknown.

One possible way forward is asking the users directly, which has been carried out through different surveys. A complementary approach, and the core of this talk, is to analyse the users activity. The Archive traffic monitor statistics and logs have been inspected to look for patterns. For example: GUI vs programmatic access, manual vs computer generated queries, single table vs multiple joins, data volume vs execution time, casual vs power users, etc.

Many archives have a similar architecture or aims (the most immediate example are the Gaia partner data centres), which makes these results relevant for the broad Astronomical community."
"P5-163","Sébastien Fabbro","NRC Herzberg","Complementary Theory and Data Driven Analysis for Sky Surveys","Computationally intensive simulations make systematic uncertainties hard to quantify when compared to real data. Guided by unsupervised domain adpation in machine learning, we show how we build an end-to-end differentiable pipeline that is capable of accelerating and correcting simulations by learning from large survey data sets. As an application to astrophysics, we build an emulator to stellar spectra simulations, which we complement with an unsupervised generative network learned from spectroscopic survey data.  The machine learning pipeline is then used for accurate stellar parameters estimation and to show the potential of the method to discover new spectral features associated to elemental abundances."
"P5-164","Griffin Hosseinzadeh","Center for Astrophysics | Harvard & Smithsonian","Photometric Classification of 2315 Pan-STARRS1 Supernovae with Superphot","The classification of supernovae (SNe) and its impact on our understanding of the explosion physics and progenitors have traditionally been based on the presence or absence of certain spectral features. However, current and upcoming wide-field time-domain surveys have increased the transient discovery rate far beyond our capacity to obtain even a single spectrum of each new event. We must therefore rely heavily on photometric classification—connecting SN light curves back to their spectroscopically defined classes. Here we present Superphot, an open-source Python implementation of the machine-learning classification algorithm of Villar et al. (2019), and apply it to 2315 previously unclassified transients from the Pan-STARRS1 Medium Deep Survey for which we obtained spectroscopic host galaxy redshifts. Our classifier achieves an overall accuracy of 82%, with completenesses and purities of >80% for the best classes (SNe Ia and superluminous SNe). For the worst performing SN class (SNe Ibc), the completeness and purity fall to 37% and 21%, respectively. Our classifier provides 1257 newly classified SNe Ia, 521 SNe II, 298 SNe Ibc, 181 SNe IIn, and 58 SLSNe. These are among the largest uniformly observed samples of SNe available in the literature and will enable a wide range of statistical studies of each class."
"P5-168","Jesús Vega Ferrero","IFCA / IIIA","Athena/X-IFU pulse identification using Convolutional Neural Networks","The Athena X-ray Observatory, to be launched in the early 2030s, is designed to implement the Hot and Energetic Universe science theme. The X-ray Integral Field Unit (X-IFU) proposed for the Athena mission is a cryogenic imaging spectrometer, offering spatially-resolved high-spectral resolution X-ray spectroscopy over a 5 arcminute equivalent diameter field of view. In this project, we aim to detect and reconstruct the X-ray pulses that will be detected by the X-IFU instrument using Deep Learning techniques over a dataset of simulations with SIXTE (a software package for X-ray telescope observation simulations). We construct and train a Convolution Neural Network (CNN) to differentiate between single, double and triple pulses (i.e., detections with one, two or three pulses in the same record, respectively). We use a hyper-parameter bayesian optimization to select the best CNN architecture. Finally, we present the results of our CNN classification on a test set of simulated pulses, covering all the possible cases in terms of energy ranges and pulse distances, achieving excellent performance metrics."
"P5-173","Brian Kent","NRAO","Machine Learning using the Nvidia Jetson Nano","The Nvidia Jetson Nano is a small embedded compute board with
four CPU cores and a 128-core Maxwell generation GPU.
We utilize the PyTorch framework to train a convolutional neural network image classifier
using a small imaging subset of the VLA Sky Survey that is split
into both testing and validation collections.  We contruct a simple shape classification
scheme and report on the loss function for the network that can be run on the Nano hardware."
"P5-177","André Rodrigo da Silva","Centrum Astronomiczne im. Mikołaja Kopernika - Polskiej Akademii Nauk","Chemo-kinematic analysis of metal-poor stars with unsupervised machine learning","Metal-poor stars play an import role on the understanding of near-field cosmology. Old and long-lived late-type stars provide important clues to the early galaxy chemical evolution. In particular, these stars may help to clarify one of the open problems in nucleosynthetic theory:the \textit{locus} of the r-process. In this work, we report on preliminary results of a chemo-kinematic analysis of a sample of metal-poor stars observed by the GALAH spectroscopic survey. GALAH provided chemical abundances and radial velocities for 340\,000 stars. We cross-matched this sample with the \textit{Gaia} DR2 catalog, which includes accurate and precise measurements of proper motions and parallaxes for more than 10$^9$ stars.Our final sample of objects with metallicities [Fe/H] $\leq$ $-$1.0 dex has 1\,146 stars. From these, 1\,072 stars have radial velocities determined by the GALAH survey. With this selection, we used \textit{galpy} to integrate stellar orbits adopting a Milky Way gravitational potential and derive parameters such as orbital eccentricity, farthest distance reached from the plane, action angles and angular momentum. We explored the chemical and orbital data with unsupervised machine learning (Hierarchical clustering, k-means cluster analysis and correlation matrices). Our final goal is to find an optimal way to separate different Galactic stellar populations and stellar groups originating from merging events, such as Gaia Enceladus and Sequoia."
