paper_id,name,answer,title,abstract
X7-003,Evgenii Rubtsov,SAI MSU,Hybrid minimization algorithm for computationally expensive multi-dimensional fitting,"Multi-dimensional optimization is widely used in virtually all areas of modern astrophysics. However, it is often too computationally expensive to evaluate a model on-the-fly for an arbitrary point in the parameter space. Typically, this problem is solved by pre-computing a grid of models for a predetermined set of positions in the parameter space, which are then interpolated between grid nodes to achieve continuous and differentiable behavior of the evaluated function required by gradient optimization methods. In case of complex models (e.g. spectra of stars or stellar populations) a significantly non-linear rapid change in the shape of a model lead to systematic artifacts hampering the minimization quality, e.g. by trapping a solution to some ""magic"" values. Here we present a hybrid minimization approach based on the local quadratic approximation of the chi2 profile from a discrete set of models in a multidimensional parameter space. The main idea of our approach is to eliminate the interpolation of models from the process of finding the best-fitting solution. The algorithm includes: (i) constructing a connectivity matrix for a grid of models; (ii) checking connected nodes and choosing a node with a minimum value of chi2 using a downhill/uphill climbing algorithm; (iii) finding an off-node solution from the approximation of chi2 values ​​at connected nodes with a positively definite quadratic form, (iv) determination of weights for the superposition of models at the minimum position. This approach allows us to deal with irregular multidimensional grids of models, provided there is a local basis for the required dimension. In addition to the discrete parameters of the models, one can minimize continuous functional parameters (such as Doppler radial velocities, rotational broadening for stars) at each tested node using standard gradient methods. The result is a simultaneous determination of discrete (for stellar spectra: Teff, log g, [Fe/H]) and continuous (for stellar spectra: v, vsini) parameters of the models. We present several examples of the applications of this minimization technique to the analysis of spectra of stars (VOXAstro stellar libraries) and galaxies (RCSED catalog) and compare them to ""standard"" approaches, which use interpolation in regularly spaced model grids -- they clearly demonstrate advantages of our method over standard techniques."
X3-005,Cristina Knapic,INAF -OATs,Resourcing provision: the INAF gateway,"Since the first SKA science data challenge, INAF provided storage resources to support the astronomical community. The second SKA data challenge was more demanding in therms of storage capacity and computation resources and INAF institution responded with the availability of two kind of computing resources allocated in different data centers. A unique registration portal, using a well consolidate methodology and support to reach both a remote desktop applications to use Virtual machines as well a computational cluster environment, was provided. The science INAF gateway, both in the user accounting creation and on usage of the remote desktops or bash accessare depicted."
X3-006,Cristina Knapic,INAF -OATs,The INAF-IA2 proposal to link data to papers,"Data reusability and science results enhancement are the mainstream directives of the international community, from the EU to world wide. To facilitate astronomical data finding, starting from a publication is nowadays facilitate by the usage of persistent identifiers like DOI or PIDs also for datasets, if recalled into the papers. Since INAF-ICT has its own DOI repository as well as the scientific data archives, to avoid a data duplication, a simbolic link to data is desirable. 
To reach this goal a collaboration during data set doi creation is requested to the astronomers in order to provide additional metadata to the DOI. In this way, both articles as well as archive datasets can be linked together with a really small additional effort.
The archive search result can provide a list of datasets that are in a automated way potentially, where all the metadata information are correctly filled, linked to the existing publications done with that data set or part of it.
This approach is a benefit both for archive miners than it has the aim to increase the data citation.
The architecture proposed is depicted and a discussion over it is encouraged."
X1-005,Alex Meshcheryakov,Space Research Institute (IKI),SRGz: machine learning system for physical characterisation of X-ray sources detected during SRG/eRosita mission,"I will present SRGz, the machine learning system created for optical identification, classification, and photometric redshift measurement of extragalactic X-ray sources (quasars, galaxies, galaxy clusters) detected during the SRG/eRosita All-Sky Survey. 

The practical difficulties of applying empirical ML-models to all major steps in the automatic analysis of X-ray source characterisation will be shown. I will discuss bayesian probabilistic models for multiwavelength cross-match of X-ray sources, tree-based ensembles and ANN models for optical counterpart classification and models for probabilistic photometric redshift determination. The accuracy of machine learning models depends on many factors, chief among which are the quality and diversity of available wide photometric data and training samples. 

We have built precise machine-learning models for detailed characterisation of the physical properties of X-ray sources and extensively tested them on the unique data from 3 half-year X-ray scans of eRosita All-Sky Survey in the Eastern Galactic Hemisphere."
O6-001,Kirill Grishin,SAI MSU,"Observing, calibrating and reducing near-infrared imaging mosaics","Coadding and mosaicking of astronomical imaging datasets allow us to investigate low-surface brightness features of extended objects such as galaxies, nebulae, comets etc. However, such observations in near-infrared bands require specific dithering patterns to tackle imperfections of NIR detectors and the reduced images should have a sufficiently high calibration quality (flat fielding, background subtraction) to be co-added and combined. Here we present a complete workflow for obtaining imaging mosaics with the MMT and Magellan Infrared Spectrograph (MMIRS) currently operated at the 6.5-m MMT in Arizona and open-source tools developed additionally to an existing pipeline for preparation and data reduction of mosaic observations. We describe pre-observing actions, such as design of dithering patterns and mosaic layouts and post-processing steps to perform absolute astrometric and photometric calibration, and also generate HiPS maps to display final product in Aladin / Aladin Lite. We developed a Python module that constructs dithering patterns, which can include several nearby fields to minimize overheads needed to move telescope between the fields. Post-processing tools for reduced images were developed using dedicated Python libraries and third-party software. They allow us to identify sources on images using either Photutils library procedures or SExtractor output, perform photometric measurements, match the list of sources with the reference catalogs. In our packages we use Pan-STARRS DR2 and GAIA DR2 catalogs for astrometric calibration procedure and 2MASS and UKIDSS catalogs for photometric zeropoint determination. To minimize storage space needed for reference catalogs instead of using whole datasets locally we have implemented ""on-the-fly"" generation of the required catalog subsets using wrappers of VO services implemented in PyVO. We have applied these tools to the imaging data obtained with MMIRS in J, H and Ks bands for a Coma cluster including its central dense regions with large galaxies, which make ""standard"" sky subtraction technique used in NIR imaging inaccurate. However, the results of our data processing do not display any significant sky subtraction artifacts. Our approach can be recommended for use for imaging surveys at large telescopes, which need to cover large areas of the sky including those done with instruments, which use multi-chip mosaic detectors."
X0-009,Kshitij Thorat,University of Pretoria,CARACal : Pipelining Big Data to Big Science,"With new-generation radio astronomical instruments like MeerKAT, ASKAP and LOFAR reaching stability of operations, radio astronomy can be said to have truly arrived in the age of Big Data. Multi-TB datasets produced by such telescopes have made automated data processing pipelines a necessity for a community historically used to interactive, manual data processing. 

CARACal (The Containerised, Automated Radio Astronomy Calibration Pipeline) is such an initiative, undertaken by a team of radio astronomers and computer scientists at varying academic levels and from different academic institutions. Originally envisaged to process data for the MeerKAT Large Survey Projects of Fornax and MHONGOOSE surveys, it is now used by individual as well as teams of astronomers to successfully reduce data; not only from MeerKAT but also from the uGMRT and VLA telescopes, contributing to novel discoveries in radio astronomy since its public release in early 2020. 

Built around the STIMELA pipelining framework, which employs Docker and Singularity container technology to seamlessly bring together data processing software from different suites; CARACal is also flexible enough to allow usage of custom, in-house tools. Since it is based on container technology CARACal provides reproducibility for members of global collaborations. 

In this talk, given on behalf of the CARACal developers team, I’ll use the CARACal pipeline to demonstrate and discuss the needs of pipelines in the era of big data in radio astronomy."
O7-009,Victoria Toptun,Sternberg Astronomical Institute,Homogenization of multi-wavelength photometric data for RCSEDv2,"RCSEDv2 (https://rcsed2.voxastro.org/), the second Reference Catalog of Spectral Energy Distributions of galaxies includes the largest homogeneously processed photometric dataset for 4 million galaxies assembled from several wide-field surveys. Rather than providing a collection of original measurements like NED or SIMBAD, we provide converted measurements in a form which allows one to compare data from different surveys directly. Here we describe the methodology of the photometric data homogenization. The original measurements come from different surveys: GALEX and the OM catalog of XMM-Newton (near-UV); SDSS, DESI Legacy Surveys, Dark Energy Survey, PanSTARRS, VST ATLAS, SkyMapper, KIDS (optical); UKIDSS, VHS, UHS, VIKING (near-IR); CatWISE and unWISE (near/mid-IR). They all have measurements in different photometric systems; (quasi-)integrated fluxes of extended sources are measured using various methods, e.g. Petrosian vs Kron vs asymptotic fluxes; aperture fluxes are measured in a set of specific apertures for each survey. Finally, galaxies span a range of redshifts from 0 to 1 and one has to apply k-corrections to be able to compare SEDs of sources at different redshifts. We first correct all photometric measurements for the foreground Galactic extinction, then convert them into the photometric system we adopted as a standard (GALEX + SDSS + UKIDSS + WISE). We worked out our own photometric system conversions by using a subset galaxies with photometric data available in several surveys. We computed aperture corrections into several pre-defined apertures by using published galaxy sizes / light profiles and image quality for each of the surveys. We also computed k-corrections using our own analytic approximations (the older version of this tool is available as standard functions within TOPCAT). Such a homogeneous photometric catalog allows us to build fully calibrated SEDs for the galaxies in our sample (defined by the availability of their spectra) and enables direct scientific analysis of this unique extragalactic dataset."
D3-001,Bonnarel François,CDS/ObAS CNRS UNISTRA,CASSIS and Aladin interfaced for a VO-compliant spectral data cube analysis tool,"CASSIS and Aladin interfaced for a VO-compliant spectral data cube analysis tool

J.M Glorian, P. Fernique, T.Boch, M.Boiziot, F.Bonnarel, C.Bot, S.Bottinelli, E.Caux, A.Coutens, M.Louys, C.Vastel

Spectral cubes are becoming usual data products in astronomy. This is true in various spectral domains due to the high rate data production of large projects such as MUSE in optical, LOFAR, ALMA, VLA, NOEMA or ASKAP in radio astronomy, or Chandra and XMM in Xray. And this is only a hint of what will happen with the emergence of SKA or other Petascale projects in a near future. These cubes are generally on line and easy to be found and accessed due to the great number of VO services which distribute them. Efficient Display and Analysis of such spectral cubes is a big challenge.

In this context the CASSIS team at IRAP (http://cassis.irap.omp.eu) and the Aladin team at CDS (https://aladin.u-strasbg.fr/) decided to work together on the combination of their VO applications in order to create a tool able to explore both spatial and spectral dimensions of the cubes.

CASSIS is a java tool able to discover spectra in remote services via the SSAP protocol and analyse them. It provides functionalities such as spectrum display, spectral line identification, prediction of spectra from any telescope, comparison of spectra with various models and determination of the physical parameters of the sources.

Aladin is also a java tool able to discover images and cubes and display them (either in standard bitmap format or in the IVOA HiPS format (https://www.ivoa.net/documents/HiPS/) and catalogs available in the Virtual Observatory landscape. It allows transformation, overlays and comparison of data. Data discovery makes use of specific VO features such as MOCs (https://www.ivoa.net/documents/MOC/20210324/index.html) both in spatial and time dimension.

The focus demo will show how the two Desktop applications have been extended by a common dedicated interface in such a way that they behave together like a spectral cube analysis tool. For example CASSIS can analyse a spectrum built on the fly by Aladin after hand selection and combination of voxels in a specific area of a spectral cube. Reversely CASSIS allows to select spectral ranges on such spectra and ask Aladin to display 2D images combining the corresponding spectral planes in the cube.

The tool can work both on local data available on the user's disk or on cubes discovered via the VO registry and within VO services. We will demonstrate both modes.

More sophisticated developments will occur in the future and will be announced at the end of the demo."
X3-010,Bonnarel François,CDS/ObAS CNRS UNISTRA,Annotating TAP responses on-the-fly against an IVOA data model,"With the success and widespread of the IVOA Table Access Protocol (1) for discovering and querying tabular data in astronomy, about one hundred of TAP services exposing altogether 22 thousands of tables are accessible from the IVOA Registries at the time of writing.
Currently the TAP protocol presents table data and metadata via a TAP_SCHEMA describing the served tables with their columns and possible joins between them.
We explore how to add an information layer, so that values within table columns can be gathered and used to populate instances of objects defined in a selected IVOA data model like Photometry, Coords, Measures, Transform or MANGO. This improves data interoperability by adding a model view common to all services. 
This information layer is provided through annotation tags, that are defined by the service which tells how the columns' values can be interpreted as attributes of instances of that model. 
Then when a TAP query is processed, our server add-on interprets the ADQL query string and produces on-the-fly, when possible, the TAP response as a VOTABLE document, decorated with the annotation of the object's fields present into the query and corresponding to the model elements templated for this service. 
This has been prototyped in Java, using the VOLLT (2) package library and a template annotation document representing elements from the MANGO(3) data model. This has been exercised on examples based on Vizier and Chandra catalogs.

(1) https://www.ivoa.net/documents/TAP/20190927/

(2) https://github.com/gmantele/vollt

(3) In development at https://github.com/ivoa-std/MANGO"
X4-010,Bonnarel François,CDS/ObAS CNRS UNISTRA,Object Oriented Data Model strategy in the context of IVOA Table Access Protocol services,"Object Oriented Data Model strategy in the context of IVOA Table Access Protocol services

François Bonnarel (CDS, ObAS, CNRS Strasbourg), Mireille Louys (CDS, ICube, Unistra), Laurent Michel (ObAS, CNRS Strasbourg) 

Table Access Protocol is an universal access standard for astronomical relational databases . TAP services registered in the IVOA registry, currently expose more than 22 thousands tables. 

It makes use of an astronomy extended SQL-like query language called ADQL. The database content is described in a standardized schema called the TAP_SCHEMA. Rich standardized metadata are included in the description. 
TAP services build up a query response in one single table. They extract data from the database following the structure given in the TAP_SCHEMA but provide only the selected columns. 

Beside this, IVOA developed a set of standardized object-oriented data models allowing a logical description of relationships between various pieces of data or metadata in astronomy. 
The elements queried in astronomical archive deal with photometry, coordinates, measurements, transformations, provenance and complex associations of those. 
These are described in various IVOA data models, following an Object Oriented strategy: Coords MEAS , Mango etc …. VO-DML is the IVOA recommendation to which IVOA data models should comply in order to be represented in a standard vodml-xml format. 

Mapping an object oriented-model in a relational database is a problem theoretically solved under the scope of ORM principles and rules. 

However the result of an ADQL query (as would be the case of the underlying SQL one in each specific database) is a single table. So in practice we are facing several issues for generating complex queries on one side, and for interpreation of the response on the other side.
The poster will review different solutions which have been experimented or considered by the IVOA DM WG in order to connect TAP responses (tables) with DMs instances (sub-graphs). The solutions vary according to the actual features of the data model and data structure. They should work when the database is following a predefined data model but also when we try to map a data model on legacy data. We will describe four possible solutions with examples:
- simple flat views built on top of the data model and the data. In that case the TAP schema covers the needs. An example is the ObsCore data model.
- on the fly table annotation In VOTable documents with a specific data model mapping syntax currently under development (ModelInstanceINVotable)
- organization of the ADQL query response as a normalized view with several tables and joins in the same VOTable documents with annotations delivered as quoted above.
- actual data model instance retrieval by new extensions of ADQL 

The poster will also show how TAP specification can be completed so that the TAP_SCHEMA contains metadata required to build table annotations or renormalisation"
X7-004,Anastasia V. Kasparova,"Sternberg Astronomical Institute, Moscow State University",Analytic approximations of K-corrections for galaxies out to redshift z=1,"Investigations of galactic evolution require a comparison of their photometric properties at different redshifts. For the purpose we need to correct the fluxes for the changes of effective rest-frame wavelengths of filter bandpasses, called K-corrections. At redshifts exceeding z=0.3, the wavelength shift becomes so large that typical broadband photometric bands shift into the neighboring rest frame band (e.g. observed SDSS r into rest frame SDSS g). At z=0.6--0.8 the shift reaches two or three bands (e.g. SDSS i/z into SDSS g). Therefore, we need perform K-corrections from one observed bandpass to another, so called cross-band K-corrections. Here we expand the methodology proposed by Chilingarian et al. (2010) and fit cross-band K-corrections by smooth low-order polynomial function of one observed color and a redshift -- this approach but without cross-band is implemented as standard functions in TOPCAT which can be used for galaxies at z<0.5. We also computed analytical approximations for WISE bands, which were not available in the past. Finally, we now have a complete set of K-corrections coefficients, which allow us to process photometric measurements for galaxies out to redshift z=1. We calculated standard and cross-band K-corrections for about 4 million galaxies in second Reference Catalog of Spectral Energy Distributions (RCSEDv2) of galaxies and we showed that, in cases of widely used UV, optical and near-infrared filters, our analytic approximations work really well and can be used for extragalactic data from future wide-field surveys."
X3-007,Vladimir Goradzhanov,Sternberg Astronomical Institute,A massive full spectral fitting of the RCSEDv2 dataset,"RCSEDv2 (https://rcsed2.voxastro.org/), the second Reference Catalog of Spectral Energy Distributions of galaxies, provides the largest homogeneously analyzed collection of optical galaxy spectra originating from several ground-based surveys collected between 1994 and 2019. Despite different signal-to-noise ratios, wavelength coverage, spectral resolution, aperture sizes, we have successfully re-processed and analyzed over 4 million spectra from SDSS/eBOSS, Hectospec public archive, LAMOST, 2dFGRS, WiggleZ, DEEP2/DEEP3, FAST public archive, and 6dFGS in the redshift range between z=0.0 and 1.0. For each spectral survey we created a post-processing routine to perform a conversion of spectra into a Virtual Observatory compatible format; telluric correction if needed; relative flux calibration (everywhere except SDSS/eBOSS) using spectral sensitivity curves, which we constructed using either spectrophometric standard star observations or well-calibrated spectra from SDSS/eBOSS for a subset of overlapping sources; absolute flux calibration using broad-band flux measurements in the matching apertures. Then we fitted each spectrum using the NBursts full spectrum fitting technique, that yielded stellar population and emission-line properties. To re-process 4 million spectra in case something changes in the fitting algorithms / initial guesses / model grids, we developed a parallel infrastructure which allows us to re-fit the entire dataset in a matter of a few days on a small computational cluster at Sternberg Astronomical Institute. The main products of this work are: (i) a catalog of stellar population properties (radial velocity, velocity dispersion, age, metallicity, alpha-element enhancement) and emission-line fluxes, shapes, and widths for every spectrum available using IVOA TAP; (ii) flux calibrated telluric corrected spectra and their best-fitting templates (stellar absorptions and emission lines) available using IVOA SSAP."
O3-006,Vladislav Klochkov,"Department of Physics, Moscow State University; Sternberg Astronomical Institute",Open-source web tools for visualization of imaging and spectral data in RCSEDv2,"The rapid development of Virtual Observatory technologies raises demand for customizable and easily embeddable data visualization tools, which can acquire data from the VO and be used as web components across different projects. We present a set of open-source web-tools for visualization of spectral and imaging data, which we use in the second Reference Catalogue of Spectral Energy Distributions of galaxies RCSEDv2 (https://rcsed2.voxastro.org/). Using modern web frameworks Quasar and Vue.js we developed interactive viewers providing interactive visualization for spectra and SEDs of galaxies and diagrams presenting emission line ratios determined from the analysis of their spectra (BPT diagrams). The viewers are built in Javascript which puts a minimum load on the server side while providing full interactivity for the user. The use of modern web frameworks provides full customization making the viewers easily embeddable into web-sites of astronomical archives and databases. It also provides compatibility with popular third-party web-tools such as Aladin Lite."
O2-003,Sviatoslav Borisov,"Department of Astronomy, University of Geneva; Sternberg Astronomical Institute of Moscow State University",Multi-segment and Echelle stellar spectra processing issues and how to solve them,"Modern astrophysics faces new challenges that require high-quality spectral data. Stellar spectra are a crucial component that helps us to understand properties of individual stars as well as stellar populations in star clusters and galaxies. A significant fraction of state-of-the-art spectrographs are cross-dispersed Echelle and/or have multiple setups (segments), which are combined together. This approach covers longer wavelength range at high spectral resolution but makes data reduction and post-processing non-trivial. Here we describe how to bring multi-order/multi-segment spectra to perfection by identifying various issues that one could face when working with such spectra and methods of solving them. We use examples of NIR intermediate-resolution Echelle spectra from Folded InfraRed Echellete (R~6500, Magellan Baade) and high-resolution UV-optical spectra observed with UVES (R~80000, VLT). For the UVES spectra, we developed an algorithm for the correct stitching of echelle orders which eliminates ""ripples"" in regions where they overlap; this algorithm has been successfully integrated into the processing sequence consisting of procedures provided by ESO. For the FIRE spectrograph, we developed the entire data processing pipeline from scratch. The key issue is to understand how the general principles of the optical design (telecentricity violations, flexures) can affect the final data product when using standard internal calibration frames. Multi-segment spectra can suffer from another, fully astrophysical factor -- if different setups were obtained at different epochs and the source is variable (binary/multiple and/or pulsating star), they must not be merged together and processed fully independently; this can be tested using Virtual Observatory access to publicly available catalogs (e.g. using CDS Vizier). Finally, we use VO to collect all available broad- and middle-band photometry, which we then use to perform the global spectral sensitivity correction of final merged spectra. By using these dedicated algorithms, we were able to achieve the quality of the global spectrophotometric calibration of 1--2%, which fulfill the requirement for stellar spectra intended to be used in stellar population synthesis."
X4-003,Mariia,Moscow Institute of Physics and Technology (National Research University),"Optical Variability of ""Light-weight"" Supermassive Black Holes at a Few Percent Level from ZTF Forced-Photometry Light Curves.","Active galactic nuclei (AGN) are variable on different timescales which scale linearly with the mass of the central black hole. Optical variability is considered among the most reliable selection criteria for unobscured AGN. The light curve is a time series of flux measurements, which can be derived from archival images. In this work, we consider a sample of more than 300 relatively weak AGN powered by ""light-weight"" supermassive black holes (SMBH) with masses up to 1e6 solar masses selected from archival X-ray observations and with the mass estimates from optical spectroscopy (H-alpha broad line with and flux). We use Zwicky Transient Facility (ZTF) data to detect optical variability at a few percent scale. ZTF Data Release aperture light curves cannot be used for our purpose because of systematic errors reaching 15-20% making detection of weak variability on top of bright host galaxies unfeasible. We describe how to build reliable light curves using the ZTF Forced-Photometry service, which uses difference images for flux estimates. Such light curves are much better already ""off-the-shelf"", because they are almost free of systematic errors introduced by the host galaxies and variable seeing conditions, however we need extra post-processing / filtering steps to further improve them and get rid of the remaining systematics. We set the threshold signal-to-noise ratio (SNR) to 3, points with a lower SNR were excluded. The distance to the nearest reference was set to less than 1 arcsec, pixel quality indicators helped to clear outliers related to uncorrected cosmic ray hits and hot pixels. The zero point correction was made for each observation, based on the CCD quadrant, and the average airmass of observations. A color correction was made using the zero color from the Pan-STARRS1 photometric system. For each filter, the ZTF field, CCD quadrant the light curves were studied. Then we defined the level of significance according to the chi-square criterion at which the light curve is not consistent with white noise on top of a constant. Many of the studied objects showed statistically significant variability on the timescales from days to months. Also, a strong flare with an amplitude of 0.25 mag was observed in the object J112637.74+513423.0 for about 3 months, which can be either a heavily dust obscured supernova explosion or a star rupture by tidal forces in the SMBH potential (tidal disruption event). The bottleneck limiting the scalability of our analysis and making it yet impossible to study tens of thousands of AGN is that the ZTF Forced-Photometry Service can process up to 100 objects at a time and it takes hours to weeks to process the data. Therefore, we first process the most astrophysically interesting sources then gradually expanding the sample."
X3-008,Igor Chilingarian,Center for Astrophysics -- Harvard and Smithsonian / Sternberg Astronomical Institute,RCSEDv2: the largest database of galaxy properties from a homogeneously processed multi-wavelength dataset,"Formation and evolution of galaxies and their central black holes remain some of the most important research areas in modern observational astrophysics. Despite active development of the international Virtual Observatory over the past two decades, the potential of existing archives and databases for astrophysical discovery remains largely unexplored. In 2012-2017 we created the Reference Catalog of Spectral Energy Distributions of 800,000 galaxies (RCSED, http://rcsed.sai.msu.ru/) which became the cornerstone of several successful projects devoted to search and study of rare astrophysical objects. Among others, using RCSED (i) we discovered the universal optical-UV color-color-magnitude relation of galaxies; (ii) we identified over 70% of known compact elliptical galaxies; (iii) we found a population of intermediate-mass black holes which power active galactic nuclei; (iv) we selected young analogs of ultra-diffuse galaxies and made firm conclusions regarding their formation and evolution. The three former projects were featured as ADASS tutorials in 2010, 2012, and 2015. The key difference between RCSED and existing databases of galaxy properties (NED, HyperLeda, part of SIMBAD) is that rather than providing a compilation of literature data, we perform homogeneous data analysis of spectral and photometric data using our own tools and publish derived physical properties of galaxies along with re-calibrated spectra and photometry and their best-fitting models. Now we are finishing the 2nd release of our catalog, RCSEDv2 (https://rcsed2.voxastro.org/) where we substantially expanded the spectral dataset from 800k to 4 million objects by including spectral data analysis for 10 large spectroscopic surveys (SDSS, SDSS/eBOSS, LAMOST, Hectospec, CfA redshift surveys, 2dFGRS, 6dFGS, DEEP2/3, WiggleZ). The photometric part has been also significantly expanded by including DESI Legacy Survey, DES, UHS, ESO Public Surveys, and WISE in addition to GALEX, SDSS, and UKIDSS used in the original RCSED. This makes RCSEDv2 the largest database of galaxy properties and homogeneously processed spectral and photometric data up-to-date and creates a foundation for the analysis of future large-scale spectral surveys DESI and 4MOST. We have already used RCSEDv2 for astrophysical research and I will briefly review the recent highlights."
X9-003,Juande Santander-Vela,SKAO,SKAO challenges on distributed software development for SKAO: managing a 24h collaboration from a single time zone.,"The SKA Observatory (SKAO), the intergovernmental organisation created just in 2021 to create the observatory headquartered in the UK that will deliver the SKA Phase 1 telescopes in Western Australia and South Africa, gave the green light for construction in June 2021. The telescopes have a strong component of software delivery that is being organised in an agile way through the Scaled Agile Framework (SAFe®). This talk shows the progress in our software development, and the challenges that we are facing, and some of their solutions."
X0-010,John Swinbank,ASTRON,ESAP: The ESCAPE Science Analysis Platform,"The ESCAPE project is developing an array of services and capabilities which will enable fundamental data-driven research in astronomy, astrophysics, and particle physics. These include a “data lake”, a software and services repository, and deep integration with Virtual Observatory interfaces. ESAP provides the overarching structure that binds these capabilities into a coherent system, providing scientists with a unified interface to the ESCAPE services while seamlessly integrating them with interactive data analysis and batch computing facilities. Advanced prototypes of ESAP technologies are now available, and active development is ongoing. This talk will summarize the vision for the ESAP system, describe the flexible and extensible architecture which has been adopted, and demonstrate the results achieved to date."
X7-005,Geoff Duniam,University of Western Australia,Source finding with SoFiA and very large source files,"As the new generation of large scale scientific instruments generate ever larger astronomical data products, different approaches to source finding using well tested and very capable legacy applications will need to be developed. We present our findings into our investigation of the performance implications of utilising modelled FITs data versus the original source cube for the SoFiA-2 source finding application.

We present a methodology to utilise modelled data stored in a Parquet formatted table on a Hadoop system to extract image and header data from a 3 Dimensional spectral line image cube. We compare the performance of two pipelines running the SoFiA-2 source finding process against an 835 GB FITS, with one pipeline utilising the modelled data on Parquet and one pipeline accessing the original source FITS file via sub-region calls. We present our findings which demonstrate that the modelled data solution can provide significant performance benefits in the analysis of large scale FITS files."
X3-009,Anthony Heng,Australian,PyCPL: using Pybind to bring and adapt C libraries to Python,"Authors: Anthony Heng, Aidan Farrell, Anthony Horton, Nuria Lorente, Ralf Palsa, Lars Lundin, Katrina Sealey

The ESO Common Pipeline Library (CPL) comprises a set of ISO-C libraries that provide a comprehensive, efficient and robust software toolkit to develop astronomical data-reduction recipes, which has been the fundamental tool for building data reduction pipelines for ESO VLT instruments since its original release in 2003, and which will continue to be the basis for ELT instrument pipelines. CPL was developed in C for reasons of efficiency and speed of execution, and because of its maturity and widespread use, it is well tested and understood. However, as the astronomical community’s preference moves more and more towards Python as the language of choice for algorithm prototyping and data reduction, there has emerged a need to provide access to CPL for users who wish to make use of the power of CPL from a Python environment.
The PyCPL project aims to provide this access to CPL within Python. Compiled CPL structures and algorithms will be mapped to Python equivalent objects. This presents the opportunity to execute existing data reduction pipelines from within the Python environment, in addition to providing Python developers the opportunity to write their own pipelines using the existing CPL structures and algorithms, leveraging the efficiency, speed, and maturity of CPL from a pure Python ecosystem. Included with the PyCPL package will the PyEsoRex recipe execution module, which is a Python analogue of the EsoRex execution tool. PyEsoRex allows the user to run both existing C Recipes and new Python recipes and provides a standardised interface for Python recipe development.
In this talk we will introduce PyBind11: the core library that has allowed us to connect CPL to Python, and discuss how we have employed it in the project: what has worked “out of the box”, and what has needed customisation and additional C++ and Python code to produce a pyCPL which feels natural to CPL users, and attractive to those accustomed to a Python environment."
X9-004,Paulus Lahur,CSIRO,The latest updates in Yandasoft development,"Yandasoft is a suite of radio astronomy software developed by CSIRO Space and Astronomy for the calibration and imaging of Interferometric Radio Telescope data. It was originally intended for the Australian Square Kilometre Array Pathfinder (ASKAP) project, prior to its release as open source software. 
In this presentation we would like to talk about the latest updates in Yandasoft development. We have made significant progress in the functionalities of the software, as well as its overall reliability, performance, and ease of use. We will present the underlying improvement in software engineering practices that users do not see, such as the use of Cmake to orchestrate the building process of multiple Git repositories, as well as the deployment process using Docker and Singularity containers. 
We will also present how users can get Yandasoft and use its functionalities in their processing pipeline, which might run on workstation or HPC facilities."
X1-006,Jesús Vega Ferrero,Instituto de Física de Cantabria (IFCA-CSIC),Event detection and reconstruction using Neural Networks in TES devices: a case study for Athena/X-IFU,"Transition Edge Sensors (TES) detector devices, like the core of the X-IFU instrument that will be onboard the Athena X-ray Observatory, produce current pulses as a response to the incident X-ray photons. The reconstruction of these pulses aims at recovering the energy of the impacting photons, their arrival time and their physical position in the detector. This has been traditionally performed by means of a triggering algorithm based on the derivative signal overcoming a threshold (detection) followed by an optimal filtering (to retrieve the energy of each event). However, when the arrival of the photons is very close in time, the triggering algorithm is incapable of detecting all the individual pulses which are thus piled-up. In order to improve the efficiency of the detection process, we study here an alternative approach based on Machine Learning techniques to process the pulses. For this purpose, we construct and train a series of Neural Networks (NNs) and we use a hyper-parameter Bayesian optimization to select the optimal NN architecture. This method is tested not only for the detection but also for the recovering of the arrival time and the energy of simulated X-ray pulses. The dataset used to train the NNs consists of simulations performed with sixte/xifusim software package, the Athena/X-IFU official simulator. The performance of our NN classification clearly surpasses the detection performance of the classical triggering approach for the full range of photon energy combinations showing excellent metrics. However, the reconstruction efficiency for the recovery of the energy of the photons cannot currently compete with the standard optimal filtering algorithm."
X3-011,dongliang,"Yunnan Observatories, Chinese Academy of Sciences",A friendly solar radio multi-channel flux monitoring and controlling software,"Solar Radio Burst (SRB) event is a kind of potential interference to wireless communication systems especially the satellite Navigation system such as GPS, BD and so on. Nowadays we have to monitoring the solar flux to pre-alarm these interference events. 
 So we build a new solar radio flux monitoring telescope working at L and S band which is the important Navigation band. This telescope can get eighteen channels ( nine 10MHz frequency bands with to polarities ) once in real-time. 
 Furthermore, we developed a friendly monitoring and controlling software which can set and change the observation parameters flexibly. Some key parameters can be set and change in a graph interface such as integrate time, calibration time, sampling rate. We also can set the start and end times in graph interface based on different seasons. 
 And then all the channels’ flux can be got and stored in real-time. And they are also can be clear watched from the front panel.
 After 54 days observing, the correlation index between 2840±5MHz and Sunspot Area is reached 0.93 which is an important data of space weather."
